PLAsTiCC_obj_id,g_pk_time,r_pk_time,i_pk_time,z_pk_time,y_pk_time,g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,y_pk_mag,g_alpha,g_beta,r_alpha,r_beta,i_alpha,i_beta,z_alpha,z_beta,y_alpha,y_beta,g_err_time,r_err_time,i_err_time,z_err_time,y_err_time,g_err_mag,r_err_mag,i_err_mag,z_err_mag,y_err_mag,g_err_alpha,g_err_beta,r_err_alpha,r_err_beta,i_err_alpha,i_err_beta,z_err_alpha,z_err_beta,y_err_alpha,y_err_beta,type,photo_z
75349,,,60196.57943,60196.66793,60194.96793,,,-18.287245,-18.660598,-19.0403,,,,,-1.359950531,0.4954371,0.571249295,0.135865673,1.976596214,-0.330653264,,,1.59631857,0.595230102,1.4170789,,,0.047723064,0.6663608,1.46579621,,,,,0.233771813,0.113207008,0.229743368,0.120608116,0.394744907,0.239592121,SN Ia-91bg,0.443
75366,60256.29191,60262.46821,,,,-18.942376,-18.502042,,,,-7.863952784,-0.125147222,-7.429788797,0.534591498,,,,,,,3.037157906,4.007467648,,,,14.71110406,0.205524406,,,,2.15841187,0.420279501,0.78329823,0.266484271,,,,,,,SN II,0.733
75392,,59765.62368,59767.87719,59772.75107,,,-19.452112,-19.678736,-19.64641,,,,-6.828311679,0.498986598,-3.605837642,0.733850996,-0.604474211,0.606798135,,,,0.620712279,1.498485248,1.629786195,,,3.274965771,0.033526346,0.034283003,,,,0.713584746,0.247916989,0.28089249,0.138734591,0.257474516,0.136647214,,,SN Ia,0.65
75423,,60270.65201,60273.5411,60286.3301,,,-18.732343,-19.641338,-19.607822,,,,-8.145050201,0.544922351,-5.515302272,0.956688118,-1.425230869,0.966257076,,,,0.725718087,0,0,,,1.636491717,0.036175973,0.049042968,,,,0.876728272,0.290726331,0.33465203,0.162374717,0.31618845,0.161938401,,,SN Ia,0.827
75460,60387.77952,60390.0123,60393.08144,60392.74226,60391.15706,-18.511172,-17.960303,-17.947383,-17.967761,-17.918687,-7.427598197,-0.260486309,0.489738328,0.180146568,1.440188304,0.091482277,1.888469164,-0.33468975,2.541025519,-0.554028434,0.605985487,0,0.452597039,0.574923654,1.623861726,0.017259495,0.019616708,0.026050278,0.034071387,0.070907748,0.702211422,0.250171321,0.212266146,0.13303002,0.170091945,0.088670224,0.179820942,0.100665539,0.316394125,0.19350795,SN II,0.301
75510,,59857.8967,59872.1347,59869.77424,,,-19.512568,-19.308471,-19.712302,,,,-9.169235142,0.672764258,-7.712631601,1.279352531,-2.475571806,1.432725646,,,,1.529538503,0,4.740869662,,,0.048046826,0.061413262,0.072825604,,,,1.065739524,0.336038009,0.392350354,0.188927727,0.369445438,0.187956685,,,SN II,1.034
75561,60588.00056,60596.2584,60599.18656,60600.28671,,-18.969958,-18.74478,-18.288486,-18.27077,,-5.857795221,0.239099759,-6.149958621,0.576724325,-2.87125005,0.707740637,-0.234076636,0.474017967,,,3.254116147,0.901868439,1.60782117,0.682892199,,0.113887628,0.039965543,0.059626318,0.691882388,,1.668037024,0.358729238,0.601610415,0.228116637,0.269450002,0.130944912,0.261555165,0.135833013,,,SN II,0.598
75601,,60162.09624,60163.90397,60163.34165,,,-18.650174,-19.269007,-19.497189,,,,-7.563744564,0.755059037,-5.252718633,0.989435431,-1.307266294,0.977444741,,,,1.858504508,1.545337948,1.987490212,,,0.067084966,0.049858055,0.054859173,,,,0.845420651,0.27787166,0.327217003,0.157595844,0.307529254,0.156529002,,,SN II,0.81
75616,,59798.24051,59803.79149,59808.39278,,,-19.268455,-19.801301,-19.67395,,,,-8.627515925,0.493505125,-6.10958093,0.98442451,-1.676849273,1.101738474,,,,1.730479288,1.693732161,3.095602453,,,0.0644591,0.041953128,0.064171329,,,,0.924446524,0.302467717,0.349965246,0.170820437,0.329244227,0.168493952,,,SN Ia,0.878
75648,59654.5942,59664.1282,59672.69161,59670.19012,59670.6593,-18.810978,-17.939168,-17.930391,-18.007593,-18.212594,-5.246319119,0.132660568,-0.748588019,0.934952331,-0.311781713,0.461218605,1.102826013,0.016893589,2.287251379,-0.445886629,2.130025364,0,0.771959672,0.961686568,1.300448596,0.110530152,0.022504896,0.038598285,0.045921898,1.29779243,0.598613076,0.265807846,0.323132041,0.166777789,0.217400169,0.101947528,0.211611307,0.111702499,0.361492768,0.218864264,SN II,0.362
75678,59924.41568,59930.06515,59931.57814,59932.9164,59932.71888,-17.979475,-17.566226,-17.529989,-17.538521,-17.558206,-6.052124934,0.089282973,-2.115539592,1.142851644,0.397532716,0.449308332,1.37559482,-0.076758779,2.545101217,-0.489441127,0.392293131,0.385780665,0.399657013,0.479968771,1.147316847,0.012026149,0.010028778,0.0146283,0.022517287,0.055130872,0.847181629,0.235999732,0.421627244,0.137361062,0.206979538,0.091663159,0.204933715,0.104580002,0.338163572,0.19959519,SN II,0.301
75687,,59776.07831,59779.10786,59781.17165,,,-18.822287,-19.903569,-19.827518,,,,-8.391275333,0.555221308,-6.056419233,0.88441955,-1.698918323,0.963185071,,,,0.749889856,1.10222354,1.998035626,,,3.207022231,0.045231882,0.060579945,,,,0.915244498,0.300575263,0.345187039,0.166007349,0.325018929,0.163508519,,,SN Ia,0.866
75698,,,59929.50495,59932.57441,,,,-20.751661,-20.349573,,,,,,-6.346879627,1.000920544,-1.784465062,1.149209231,,,,,0.883441797,10.40710826,,,,17.85065688,0.360020472,,,,,,0.356236832,0.174574276,0.334018832,0.169421194,,,SN Ia,0.899
75761,60210.58128,60208.12614,60216.94,60220.11217,,-18.404029,-18.694311,-18.242475,-18.097754,,-7.445752142,-0.030658607,-5.700007382,0.474005789,-2.614478554,0.679358185,-0.065825015,0.431436354,,,2.622181144,1.581401844,0,2.822231422,,4.439182214,0.049090597,0.050983882,0.092547337,,1.736116682,0.352981387,0.594867509,0.226716968,0.263511672,0.126145123,0.25476096,0.13181043,,,SN II,0.57
75788,60196.71586,60199.00669,60197.78219,60195.00992,60195.28722,-18.648256,-19.06437,-19.029423,-18.638315,-18.523873,-6.752155203,0.353941567,-1.912753153,0.627229537,0.913420658,0.346438718,1.98702066,-0.270723251,3.173869792,-0.809702926,0.34208965,0.215842347,0.205867265,0.429736912,0.704347159,0.010951824,0.012425992,0.008623036,0.009823451,0.023446294,0.45587363,0.167860109,0.193873452,0.104471231,0.106401164,0.061101302,0.112708293,0.071786138,0.192938133,0.137138766,SN Ia,0.232
75804,60155.99792,60163.51608,60165.09284,60165.99725,60165.36614,-18.484403,-19.590863,-20.084506,-19.932468,-19.792208,-7.996894814,-0.169246057,-7.943398421,0.417975416,-5.511461884,0.839546444,-1.247289891,1.000737024,0.573310944,0.186640873,3.402302536,0.865042261,0.723858257,1.323209565,2.041891169,7.918049944,0.025403272,0.023603888,0.039267042,0.61933727,2.368318614,0.453152583,0.765670194,0.257525075,0.317445942,0.145072587,0.302018771,0.149381854,0.576636744,0.352359486,SN Ia,0.809
75822,59766.35602,59769.45244,59771.46898,59771.22114,59771.74044,-19.190747,-19.925157,-19.672969,-19.641936,-19.476898,-8.203767669,-0.003004069,-6.007011851,0.526389623,-1.259650399,0.490246623,0.047129889,0.147464253,1.743508683,-0.31284353,1.081617184,0.414571862,0.417389782,0.548564566,1.225363447,0.0199073,0.008698815,0.010952853,0.014402661,0.0377729,1.108388088,0.293671458,0.291088932,0.174714215,0.159517686,0.101056071,0.167062226,0.110132349,0.321313147,0.232079892,SN Ia,0.445
75874,59794.09701,59800.10874,,,,-18.818638,-18.699527,,,,-7.827556273,-0.114754512,-7.031354815,0.580772454,,,,,,,2.978450989,1.387926022,,,,6.703820615,0.053800125,,,,2.109720718,0.412609693,0.745831539,0.258656459,,,,,,,SN II,0.715
75940,60600.28376,60609.30908,60609.7884,60609.79944,,-19.818654,-19.835021,-19.816283,-19.759199,,-8.044777285,-0.190067381,-9.556416056,-0.100055947,-5.897330124,0.761624657,-1.603910907,0.89606011,,,3.525169677,0.48998551,1.350901303,2.455590016,,6.233906947,0.015293149,0.023504936,0.035213855,,2.470648346,0.468966938,0.843961592,0.231702201,0.339191811,0.161926926,0.320496596,0.16358546,,,SN II,0.845
75952,60592.6695,60600.57697,60605.9544,60597.0224,60603.49981,-16.367255,-16.335009,-16.482518,-16.929386,-16.704687,-7.589242909,-0.181929895,0.519077536,0.187047724,1.190107361,0.300547753,1.86243003,-0.242765231,2.617410962,-0.568100814,1.363036908,0.686124554,0,0,1.19658135,0.067620573,0.037079214,0.041947707,0.039126482,1.348796971,1.012507748,0.250927029,0.30967968,0.153800377,0.190541513,0.093124579,0.185172829,0.103054614,0.330900539,0.199764385,SN II,0.276
75964,,59779.82493,59783.24982,59784.6658,59784.28416,,-19.88122,-20.762265,-20.676249,-20.447057,,,-9.004707401,0.583440315,-7.1123736,1.206888217,-2.351612749,1.149485366,-0.076667153,0.434039017,,0.819587104,0.489929259,0.969412274,2.353740398,,1.744193873,0.02698518,0.033460561,0.573726259,,,1.028312186,0.328942864,0.35733884,0.157518185,0.33683895,0.162189687,0.669725177,0.407720324,SN Ia,0.976
75995,60030.54802,60034.8467,60037.59474,60036.3411,60035.14438,-17.836199,-17.343519,-17.321035,-17.357231,-17.440996,-6.780682213,-0.237951906,0.154798616,0.222329722,1.265443559,0.195597849,1.826063318,-0.339386783,2.610206144,-0.56548697,1.075313459,0,0.505719989,0.706755417,1.197913535,0.019373005,0.024173491,0.028288699,0.036390569,1.27570935,0.794584852,0.247922888,0.276739721,0.141266957,0.180538698,0.093408027,0.185269181,0.104053696,0.331524506,0.200154033,SN II,0.278
76011,60210.0948,60211.16745,60210.83541,60210.11362,,-17.974792,-17.41975,-17.654913,-17.677911,,-6.992067689,0.042147307,-4.343425453,0.517175905,-1.245573759,0.512524933,0.62540316,0.123576614,,,1.579456814,1.660981145,2.062245849,3.46881335,,0.097718395,0.079525812,0.070941889,0.103430614,,1.421954576,0.303287846,0.526597762,0.20208259,0.236884967,0.112913515,0.225873448,0.119881379,,,SN II,0.441
76019,,,60407.28049,60412.15501,,,,-19.511848,-20.249894,,,,,,-9.416004165,1.298999558,-3.215154638,1.743117157,,,,,1.085812094,3.774951731,,,,11.97079141,0.072012781,,,,,,0.439144515,0.216707173,0.407803593,0.204339804,,,SN Ia,1.175
76039,,,59888.2919,59888.85734,59891.10376,,,-17.898543,-18.535299,-18.830718,,,,,-2.088362666,0.587269581,0.126720649,0.279934761,1.688136599,-0.241209051,,,0.634919309,1.485730181,2.055003592,,,1.413482094,0.039710179,0.078876384,,,,,0.253892508,0.121935082,0.237790149,0.125932441,0.427634471,0.258716803,SN Ia-91bg,0.516
76047,59828.2985,59831.8814,59833.80902,59834.67493,59835.67253,-17.213602,-18.999564,-19.089927,-19.18405,-19.191781,-7.193584184,0.012278457,-5.958120873,0.357534679,-2.318990214,0.571243614,-0.062720074,0.17555467,1.52406059,-0.227540352,2.398367278,0.310357648,0.484594431,0.64536854,1.518284034,4.947055216,0.017986887,0.018691732,0.022283741,0.048795009,1.558763884,0.324456603,0.375590864,0.192463663,0.210214935,0.109277581,0.193109868,0.114949289,0.374835689,0.234867376,SN Ia,0.496
76058,60153.93954,60157.3778,60157.94941,60157.5247,,-17.285784,-17.256049,-17.325487,-17.123273,,-6.654081839,0.088288142,-2.113620158,0.376363208,-0.359281407,0.444181922,0.976507733,-0.034304837,,,2.036073985,0,1.213002912,0.557119078,,5.36035257,0.040653478,0.044337436,0.762493422,,1.272067256,0.278637595,0.374190973,0.176979311,0.219445037,0.104439965,0.216018678,0.114113905,,,SN II,0.365
76084,,60615.33422,60622.2142,60610.2792,60621.90703,,-18.188425,-18.764802,-19.062516,-18.975163,,,-3.854007919,0.643967699,-3.531754328,0.91790915,0.879730065,0.520490725,0.966163826,0.041475335,,1.241984819,0,0,1.853691466,,0.0519131,0.046705337,0.043801957,0.778927333,,,0.607980128,0.24401046,0.283875226,0.141319428,0.240340282,0.136105398,0.521891117,0.318123077,SN Ibc,0.705
76106,60628.04449,60632.48366,60633.9576,60633.92252,,-16.94919,-17.187721,-17.335736,-17.216418,,-7.717993695,-0.138195394,-3.304449984,0.469135956,-0.906556619,0.510633629,0.680632817,0.095299305,,,0.938010973,0.838213287,1.385566316,0.58561883,,0.062120048,0.047812432,0.068434081,0.887987892,,1.372876655,0.293606447,0.457632787,0.190453961,0.228660417,0.110522918,0.225514787,0.118945092,,,SN II,0.424
76147,60199.92037,60201.0121,60203.16637,60204.33835,,-17.003873,-17.039035,-17.088038,-17.112484,,-6.333077875,0.127120493,-1.213492151,0.195563579,0.581505449,0.315696926,1.489820137,-0.205887528,,,1.873288601,0,0.75067125,0.949995516,,3.763557118,0.033411475,0.03972383,0.053801239,,1.142734635,0.258369031,0.308481258,0.156499625,0.199846865,0.094761682,0.199284727,0.106099944,,,SN II,0.298
76178,,59863.66702,59865.91076,59866.95939,59865.20927,,-16.927855,-18.249014,-18.778842,-18.922174,,,-6.309507933,0.483393459,-2.910809256,0.667198848,-0.323086577,0.392409236,1.409875809,-0.121879616,,0.912559351,0.678339196,2.893766013,1.576084352,,6.898062489,3.354643057,0.058444773,1.692844272,,,0.662839278,0.234312582,0.271847176,0.131245097,0.256461725,0.133675407,0.46326056,0.282026368,SN Ia-91bg,0.59
76184,,59847.70541,59853.7151,59852.25873,,,-19.18633,-19.91782,-19.963941,,,,-9.332623031,0.369728605,-6.89998338,0.921717052,-2.169727329,1.067077695,,,,1.344119095,0.859969657,1.563638429,,,0.054410469,0.036019541,0.043475872,,,,0.953274768,0.304594668,0.361799569,0.167712801,0.337054973,0.167472446,,,SN Ia,0.937
76187,,59828.59896,59832.53465,59825.73251,59834.33371,,-19.90856,-20.252462,-20.74878,-20.512691,,,-10,0.183324302,-8.919542837,1.157046957,-3.086910965,1.67595525,-0.662997278,0.639127658,,1.003987362,1.596510688,3.016063722,2.672180932,,0.042441739,0.041766252,0.065956362,0.802351763,,,0,0.343087496,0.42299018,0.205295554,0.388357798,0.196896942,0.753127901,0.461465997,SN Ia,1.125
76246,59870.30564,59881.24664,59883.18558,59884.21005,,-17.990801,-18.285898,-18.415699,-18.481123,,-6.661817331,0.073842116,-6.073365578,0.466712505,-2.611014461,0.63825982,-0.052411026,0.40173979,,,0,0.809094973,0.572704744,0.888189884,,0.038107889,0.045009544,0.832025078,0.414132593,,1.623075189,0.334908698,0.639821878,0.22651115,0.265153366,0.127773216,0.253932629,0.132009648,,,SN II,0.563
76326,,60528.58168,60531.96383,60534.69328,,,-18.263791,-19.064165,-19.36532,,,,-8.272101859,0.550220811,-5.768650686,0.944761786,-1.524409038,1.019047051,,,,1.142574153,0.84690385,4.792005026,,,15.53621317,7.753493415,0.073401283,,,,0.896438773,0.295762491,0.341240756,0.166917114,0.321259233,0.164681939,,,SN Iax,0.847
76364,60639.07899,60646.2428,60648.35618,60649.25866,60648.65845,-17.814605,-19.398842,-20.080479,-19.970754,-20.112956,-8.019077831,-0.178527263,-8.297101196,0.425379108,-5.484231764,0.948161128,-1.42434026,0.946813907,0.508097292,0.211883988,3.456774163,0.576269625,0.504421103,1.019318689,2.080314689,7.820160598,0.031641541,0.022583059,0.031372836,0.495187064,2.413605594,0.460164443,0.805665561,0.246916487,0.326378227,0.142529554,0.312179971,0.152327366,0.585559045,0.357460894,SN Ia,0.825
76365,60276.77209,60280.41038,60283.32422,60282.62623,60281.10746,-17.66539,-17.362796,-17.354783,-17.36702,-17.362533,-7.562561127,-0.18954271,-3.493556202,0.46018045,0.060469068,0.382454364,1.193737694,-0.125863573,2.437127554,-0.501383762,0.44684524,0.973307619,1.533677424,0.538857951,1.251660182,0.032156427,0.024370689,0.028436826,0.934280668,1.799255158,1.087972931,0.239584458,0.470768396,0.181612589,0.214025448,0.100885986,0.209515587,0.111016734,0.346941509,0.209787541,SN II,0.323
76372,,59651.19798,59653.08905,59656.26827,59656.9936,,-19.783653,-20.172587,-20.0062,-20.006276,,,-6.511480309,0.583635384,-4.109359353,0.844831688,-0.773474551,0.815116709,1.127932404,0.090773873,,0.686005392,0.736484662,1.108063558,2.391142851,,0.026149703,0.024589712,0.036009599,0.078715187,,,0.642853532,0.254991627,0.276535719,0.141810355,0.270191358,0.141582257,0.493824771,0.306973477,SN Ia,0.719
76393,,59919.38426,59926.0579,59928.61339,,,-18.19199,-18.808552,-18.711855,,,,-8.011736003,0.591043263,-5.470651268,0.913748964,-1.387731479,0.958220358,,,,1.698840134,1.54122492,0.828120298,,,0.074675784,0.046570873,0.892743033,,,,0.866207885,0.286508879,0.33248691,0.16017344,0.314366359,0.161446169,,,SN Iax,0.82
76443,60275.89668,60279.48122,60285.91155,60288.5104,,-19.625847,-19.270396,-18.93299,-18.674299,,-10,-0.552214826,-8.550861855,0.381807424,-5.576515993,0.881681191,-1.422491421,0.972896783,,,1.236431161,1.355094925,2.249014246,0.832979318,,0.052572233,0.036767293,0.050616394,1.46844804,,0,0.447669546,0.855751369,0.281858284,0.335335432,0.163375902,0.316213438,0.162329656,,,SN II,0.827
76486,59841.4676,59843.04006,59846.6678,59849.11816,,-17.760361,-17.966775,-18.090375,-17.91247,,-7.091650436,0.027974872,-3.775035961,0.317009838,-0.914269018,0.394973384,0.44981468,0.18950153,,,2.319922671,1.417815176,0,1.916881231,,5.657431145,0.039444344,0.044545718,0.071555399,,1.496649564,0.314466004,0.460920048,0.200456583,0.220113395,0.111958333,0.230117134,0.121971615,,,SN II,0.469
76516,59845.67483,59839.311,59849.23,59849.23,59849.23,-17.739085,-18.451737,-18.96494,-19.203435,-19.331066,-1.696782259,0.64943475,2.339723238,1.07013477,1.525375808,0.842751861,2.712991997,0.538857313,3.779702476,0.18620107,0.896443988,0,0,0,0,0.04309214,0.018129734,0.017133898,0.019069609,0.039093765,0.882902632,0.267109459,0.211839644,0.127100511,0.153075992,0.087223998,0.147940595,0.093356434,0.26645825,0.183720185,SN Ibc,0.417
76592,,59820.70612,59824.92595,59828.06763,59817.11651,,-19.881847,-19.813511,-19.849634,-19.845852,,,-6.012911203,0.463894368,-3.18105094,0.650085852,-0.276211303,0.386673888,1.353990989,-0.106883224,,2.092328873,1.115179359,1.315644746,7.520553358,,0.062682047,0.033318746,0.038403939,0.224340563,,,0.426826809,0.229362596,0.232891015,0.126534865,0.207468671,0.122125364,0.414206163,0.270643092,SN Ia,0.609
76626,,59752.22543,59754.83798,59756.31613,59754.76305,,-19.338946,-19.925203,-19.676031,-19.730366,,,-7.610669405,0.524983482,-4.738645639,0.807481801,-1.0676798,0.775416257,0.792577128,0.10504281,,0.678947979,0.971481145,2.38540263,1.941287008,,2.751000906,0.028035431,0.059797373,0.888714,,,0.80348622,0.271678636,0.312720972,0.151769535,0.295583367,0.15170217,0.545692534,0.332876019,SN Ia,0.75
76739,59850.23251,59861.72651,,,,-18.917845,-18.378913,,,,-8.538702582,-0.115731017,-6.684498482,0.48341053,,,,,,,2.866443748,0,,,,0.104634389,0.041288572,,,,1.70549639,0.376028441,0.700051739,0.241736602,,,,,,,SN II,0.642
76766,60631.22134,60637.77441,60639.91299,,,-18.597924,-18.508759,-18.498223,,,-9.747382242,-0.553171091,-7.783291242,0.531234444,-4.956919106,0.865925045,,,,,1.544040267,3.171281102,3.284585999,,,0.065170564,6.036925876,5.705197982,,,2.236024241,0.429550988,0.825972991,0.277556799,0.320644402,0.156375755,,,,,SN II,0.774
76770,60542.61206,60545.95494,60548.36005,60542.8599,60547.27428,-18.807174,-19.847143,-19.728338,-19.453547,-19.644663,-7.269051007,9.73E-05,-6.51403297,0.540275173,-2.30544873,0.640300059,1.335958381,0.474318931,1.612608364,-0.239364006,2.459342801,0.497169145,0.405429799,0,1.376846646,4.323338185,0.051673982,0.034595769,0.028678286,0.097012733,1.607939844,0.332387309,0.516321874,0.194062429,0.240520117,0.117459789,0.195163149,0.110442937,0.422402299,0.25915022,SN Ia,0.517
76847,59751.72411,59757.97721,59756.7964,59758.96156,59760.89797,-18.562726,-19.534232,-19.423712,-19.441748,-19.33297,-7.048029881,0.034426422,-5.330788174,0.647290414,-0.454222301,0.759139678,0.342270416,0.167588767,2.046454575,-0.368810768,2.287964561,0.242080116,0,0.459561556,1.515303772,3.953338866,0.018865274,0.015503066,0.021991756,0.06519018,1.471525015,0.31046337,0.34813138,0.167596154,0.166341911,0.091819793,0.190673391,0.109147388,0.331604258,0.228371446,SN Ia,0.458
76856,,,,60668.5343,,,,,-20.057259,,,,,,,,-2.963887217,1.585532501,,,,,,0,,,,,0.056873163,,,,,,,,0.393681017,0.196408624,,,SN Ia,1.121
76888,60613.3613,60616.00781,60617.73959,60618.16294,60615.62368,-18.553193,-19.440737,-19.358868,-19.351373,-19.14254,-9.749916342,-0.720758397,-5.025729143,0.357130987,-1.261851738,0.531301667,0.555728301,0.11063161,1.967674762,-0.353581488,0,0.191511009,0.292217791,0.408771322,1.018112976,0.023728669,0.015136862,0.014982681,0.021333463,0.061014882,1.313775305,0.26137322,0.53818464,0.185422744,0.2366361,0.109714289,0.229427282,0.118767845,0.394425123,0.235294668,SN Ia,0.443
76971,,60568.19199,60571.8254,60582.1714,,,-17.327639,-17.770506,-17.777492,,,,-4.963315046,0.512607004,-1.382136875,0.549675166,0.434043301,0.241354239,,,,2.396653152,0,0,,,0.06777237,0.065974281,0.096733363,,,,0.567822283,0.209811625,0.232633531,0.116382755,0.235049429,0.123294405,,,SN II,0.478
